imdb_id,title,original_title,overview,poster_link
tt3882074,The Eagle Huntress,The Eagle Huntress,"Follow Aisholpan, a 13-year-old girl, as she trains to become the first female in twelve generations of her Kazakh family to become an eagle hunter, and rise to the pinnacle of a tradition that has been typically been handed down from father to son for centuries.",https://m.media-amazon.com/images/M/MV5BMjAxNDgwNDYzMl5BMl5BanBnXkFtZTgwNTQ3NDc3OTE@._V1_SX300.jpg
tt5129510,The Death of Louis XIV,La mort de Louis XIV,"August 1715. After going for a walk, Louis XIV feels a pain in his leg. The next days, the king keeps fulfilling his duties and obligations, but his sleep is troubled and he has a serious fever. He barely eats and weakens increasingly. This is the start of the slow agony of the greatest king of France, surrounded by his relatives and doctors.",https://m.media-amazon.com/images/M/MV5BNDE3ZjA5OWEtNWEyMi00NDM0LTkwNzctODc3MmI2ZjY4NGZkXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg
tt5030004,Reunion 2: Bachelor Party,Luokkakokous 2: Polttarit,A sequel to the smash hit Reunion (2015).,https://ia.media-imdb.com/images/M/MV5BODQ5ODEyZDItMmI2Yy00N2Y0LThkMzMtODlkY2M0MjhmZmMxXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_SX300.jpg
tt6253346,Amateurs in Space,Amateurs in Space,"Over a period of 6 years award winning director Max Kester follows two best friends and top engineers as they follow their dream to build a ""DIY"" rocket to travel into space. If they succeed, Denmark will be only the fourth nation in history to launch people beyond the Earth's atmosphere. Against their families odd's and technical challenges they build the cheapest rocket for the costs of a small car. They attract a group of space-flight enthusiasts from around the world who support them with great excitement. It's the story of one of the greatest dreams of humankind and how to make it come true, despite such everyday obstacles as losing your screwdriver or fighting about whose turn it is to take out the trash. It's a film about reaching for the stars.",https://images-na.ssl-images-amazon.com/images/M/MV5BZGE2MWZhZmQtMTczMy00NTQ2LTk0NDYtOWUxMjM5MjY1YzViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg
tt5541426,The Chronicles of Melanie,MelƒÅnijas hronika,"The 14th of June 1941, Soviet-occupied Latvia: Without warning, the authorities break into the house of Melanie and her husband Aleksandr and force them to leave everything behind. Together with more than 15 000 Latvians, Melanie and her son get deported to Siberia. In her fight against cold, famine and cruelty, she only gains new strength through the letters she writes to Aleksandr, full of hope for a free Latvia and a better tomorrow.",https://ia.media-imdb.com/images/M/MV5BNzk1MTc0YTItYTNjNC00M2I1LWI5MDMtMWQyYmY1M2U1OGFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk2NjA2Nzk@._V1_SX300.jpg
tt5091538,Max & Leon,La Folle histoire de Max et L√©on,"In this WW2 epic comedy ‚ in the vein of ‚La Grande Vadrouille‚ ‚ our two heroes, Max and Lvon, two lazy and partier pals, will try by all possible means to avoid going in the battle zone‚a This will lead the duo to demented and wild adventures.",https://m.media-amazon.com/images/M/MV5BZjEyODAzNTMtZTdkOS00MzBmLTg1MWItZDk4Mjc1YTVlMDM4XkEyXkFqcGdeQXVyNjYzOTUyODk@._V1_SX300.jpg
tt5096536,Heal the Living,R√©parer les vivants,"It all starts at daybreak, three young surfers on the raging seas. A few hours later, on the way home, an accident occurs. Now entirely hooked up to life-support in a hospital in Le Havre, Simon‚ existence is little more than an illusion. Meanwhile, in Paris, a woman awaits the organ transplant that will give her a new lease on life.",https://m.media-amazon.com/images/M/MV5BMzBmYWY2MjAtZDY3Ni00Nzc3LTlhOTEtNjg5NTAyNzlkYmQ5XkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg
tt6017594,The Darkest Dawn,The Darkest Dawn,"Evacuated from their home, two teenage sisters unite with fellow survivors and escape London by river to embark on an odyssey across the badlands of Britain.",https://m.media-amazon.com/images/M/MV5BOGU3ZWQyODQtNmQwMS00ODRlLTgyYjktMmJkOWM4MGVkODFhXkEyXkFqcGdeQXVyNTAzMTExMjA@._V1_SX300.jpg
tt5431600,The Black Room,The Black Room,Paul and Jennifer Hemdale have just moved into their dream house. But their happy marriage is about to be put to the test as they slowly discover the secret behind the black room in the cellar. Something else is already living in their new home and it is growing stronger every day.,https://m.media-amazon.com/images/M/MV5BMjExNDk1Nzg1MV5BMl5BanBnXkFtZTgwMzI2MjEwODE@._V1_SX300.jpg
tt4933506,Killjoy's Psycho Circus,Killjoy's Psycho Circus,"Killjoy, the demon of vengeance, trickster god and killer clown has finally made it to Earth! Along with his gruesome crew Freakshow, Punchy and the sexy/psychotic Batty Boop, Killjoy is free to terrorize mortals in new and excruciating ways.",https://m.media-amazon.com/images/M/MV5BMjA5NzkyNzg5MV5BMl5BanBnXkFtZTgwOTE4MjQ1NzE@._V1_SX300.jpg
tt6114246,Pete Davidson: SMD,Pete Davidson: SMD,"Filmed in front of a sold-out hometown crowd in New York City, ""SMD"" is the first Comedy Central stand-up special from Saturday Night Live's Pete Davidson. The special is filled with Davidson's unfiltered, brutally honest anecdotes about smoking a Snoop Dog amount of weed, texting his mom dick pics, and his issue with male porn stars. From his stint in ""prehab"" to this one time at a Justin Bieber concert, Davidson proves that even at 22, he and his friends have had some high times and heavy experiences.",https://m.media-amazon.com/images/M/MV5BNzFiYWNjMjItNTdlNC00MmYxLWE4MGEtN2EzYzY0ODBjZjEwXkEyXkFqcGdeQXVyNjU2MTA3OTY@._V1_SX300.jpg
tt4778500,Her Love Boils Bathwater,ÊπØ„ÇíÊ≤∏„Åã„Åô„Åª„Å©„ÅÆÁÜ±„ÅÑÊÑõ,A terminally ill single mother is determined to reconcile her splintered family.,https://m.media-amazon.com/images/M/MV5BZmVhMTBmZmItODk1Mi00MjU3LTk0N2UtMjcwOTg1ZDkwYTE0XkEyXkFqcGdeQXVyNDQ3MTIyODQ@._V1_SX300.jpg
tt4944596,May God Forgive Us,Que Dios nos perdone,"Madrid, summer 2011. Economic crisis. 15-M movement and 1.5 million pilgrims waiting for the Pope‚ arrival live side by side in a Madrid that‚ hotter and more chaotic than ever. In this context, detectives Velarde and Alfaro must find what seems to be a serial killer. Their against-the-clock hunt will make them realise something they‚ad never imagined: neither of them are so very different from the killer.",https://m.media-amazon.com/images/M/MV5BMzQ1NGI0NTQtMmNjNS00YjQ5LTkxYjAtZDZkZDZmMDkwMGJjXkEyXkFqcGdeQXVyMjI1NjM2MDQ@._V1_SX300.jpg
tt1714917,Gimme Danger,Gimme Danger,"No other band in rock'n'roll history has rivaled The Stooges' combination of heavy primal throb, spiked psychedelia, blues-a-billy grind, complete with succinct angst-ridden lyrics, and a snarling, preening leopard of a frontman who somehow embodies Nijinsky, Bruce Lee, Harpo Marx, and Arthur Rimbaud all rolled into one. There is no precedent for The Stooges, while those inspired by them are now legion.  The film will present the context of their emergence musically, culturally, politically, historically, and relate their adventures and misadventures while charting their inspirations and the reasons behind their initial commercial challenges, as well as their long-lasting legacy.",https://m.media-amazon.com/images/M/MV5BMTYyOTc5NzI4Ml5BMl5BanBnXkFtZTgwMjIwNzczMDI@._V1_SX300.jpg
tt1725969,Ethel & Ernest,Ethel & Ernest,"This hand drawn animated film, based on the award winning graphic novel by Raymond Briggs, is an intimate and affectionate depiction of the life and times of his parents, two ordinary Londoners living through extraordinary events.",https://m.media-amazon.com/images/M/MV5BYjM1N2RkNDgtZDg4Yi00ZTc3LTlhNTEtMWNkNmRjMjFiZDFhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
tt3627488,Burn Burn Burn,Burn Burn Burn,"Following the death of their friend, two girls in their late twenties embark on a road trip to spread his ashes. Seph and Alex take turns driving. Dan is in the glove compartment, in tupperware, decreasing in volume as the trip progresses.",https://m.media-amazon.com/images/M/MV5BZWEzYjFlZDItYTkxYy00YTlhLWEzODMtZjUxOTU3ZDY3N2JmXkEyXkFqcGdeQXVyNTQ1MDQzMzU@._V1_SX300.jpg
tt5517438,7 Years,7 a√±os,The drama is centered around four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?,https://m.media-amazon.com/images/M/MV5BMzkwZTRmNzMtYTg3Ni00NzU4LTk4M2UtYzU0ZDQ2OWZiMTY3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
tt4552298,The Promise,Das Versprechen,"Derek and Nancy Haysom were brutally murdered in their house in Lynchburg, Virginia, on March 30, 1985. Suspicion fell on their daughter Elizabeth and her boyfriend Jens Svoring. They flee to Europe, but are caught and extradited to the U.S. Elizabeth is sentenced to 90 years in jail for incitement to murder, Jens Svoring to two life sentences. Karin Steinberger, Marcus Vetter and their team spent over three years researching this case, which achieved world-wide notoriety. They uncovered new evidence, including the fact none of the blood samples found at the scene of the crime belonged to Jens Svoring.",https://m.media-amazon.com/images/M/MV5BMjczNTA1NzctZjhkNS00ZDM3LWI3M2ItNTZlOTc0ODdlNzI2XkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg
tt6039474,Janeane Garofalo: If I May,Janeane Garofalo: If I May,"Filmed live in San Francisco, Janeane Garofalo takes on society‚ intolerance of gluten and House Hunters International. With her unapologetic attitude, Janeane proudly states her AARP membership, her love for Febreze but the disdain for their commercials, and her disinterest in doctors.",https://m.media-amazon.com/images/M/MV5BMjBlMjVkYWYtODY4MC00ZTM0LWJlNDEtYmI2NDNjODMwZGYwL2ltYWdlXkEyXkFqcGdeQXVyMzcwMjcwNQ@@._V1_SX300.jpg
tt6186430,Die Beautiful,Die Beautiful,"Trisha, a Filipino transgender woman, suddenly dies while being crowned in a beauty pageant. Her last wish was to be presented as a different celebrity on each night of her wake.",https://images-na.ssl-images-amazon.com/images/M/MV5BMWY5YTljM2ItZDAwMC00ZWNhLTlhZTQtZGU4NmQyNGQyZWM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg
tt5263116,At War with Love,In guerra per amore,"It's 1943 and World War II is raging in Europe. In New York, Arturo and Flora the daughter of a restaurant owner are in love, but she is promised in marriage to the son of a Mafia boss. There is a way around this, but to be able to marry Flora, Arturo needs to get permission from her father, who lives in a village in Sicily. Arturo doesn't have any money, so the only way he can get to Sicily is to enlist in the U.S. Army, which is preparing for a landing on the island.",https://m.media-amazon.com/images/M/MV5BYTY1NThkMDUtOWJhNi00NDVhLWIyMmQtNGRiZmM0MWRiOGI5XkEyXkFqcGdeQXVyNTI5MTAyMzU@._V1_SX300.jpg
tt4559006,Ae Dil Hai Mushkil,Ae Dil Hai Mushkil,"Ayan falls in love with his soulmate, Alizeh, but she doesn‚at reciprocate the feeling. Later, a relationship with Saba helps him realize Alizeh‚ value in his life, irrespective of their relationship status.",https://m.media-amazon.com/images/M/MV5BZTM1OTI3ZjItOWE3ZS00OTE2LWE2YjAtZTVlM2Q0MGQ5ZThmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
tt4838486,Across the Waters,Fuglene over sundet,Fuglene Over Sundet is the gripping tale of the Danish Jews' escape to Sweden in October 1943.,https://m.media-amazon.com/images/M/MV5BMTdkYTUyYzktNzcxNS00YjUyLWIxNDgtMDJiNTY2MWMwOWJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjMyOTAzNjM@._V1_SX300.jpg
tt5357556,De Premier,De Premier,"The family of the Belgian prime minister is kidnapped. To get them released, he must murder the American president.",https://m.media-amazon.com/images/M/MV5BMjZmYTBkYzUtOTRhYy00YWYxLWJhZWUtZjRhZjNkODU5MDIxXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_SX300.jpg
tt4623856,Wolves,Wolves,"Anthony Keller, star of his NYC high school basketball team, is riding his way to Cornell on a sports scholarship. But he can only maintain his popular jock facade for so long, as his troubled father Lee has a gambling addiction that threatens to derail his dreams both on and off the court.",https://m.media-amazon.com/images/M/MV5BOGIzNDVhMGItZDZmMi00NzZjLWE2MGMtZGU0MmNiNzE5MDhhXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg
tt4943236,Girlfriends of Christmas Past,Girlfriends of Christmas Past,"When three hilarious, strong-willed women join forces to seek the ultimate revenge on their cheating ex at his upcoming holiday retreat, love struck event planner Livvy meets Carter, the property manager organizing it all, leaving Livvy to question if she can leave off their revenge scheme long enough to finally forgive her ex and let a real holiday romance blossom.",https://m.media-amazon.com/images/M/MV5BZjlmNWYzMWQtNGFjOC00MDE4LTg0YTAtNTkxODYzYWE5YTZhXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_SX300.jpg
tt1211837,Doctor Strange,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SX300.jpg
tt6078822,The Escape,The Escape,"After the controversial disappearance of their Chief Medical Officer, a shadowy bio genetics company is under siege by the FBI for secretly cloning humans. Amidst the chaos, Molgen‚ head mercenary Holt (Jon Bernthal) is sneaking out the last living clone, a young woman named Lily (Dakota Fanning) to a mysterious buyer. Holt has hired The Driver (Clive Owen), accompanied by a heavily armed squadron of fellow Molgen mercenaries, to evade the authorities and deliver Lily and himself to the buyer. The journey takes an unexpected turn and Holt is forced to take matters into his own hands, as the driver once again demonstrates his mettle and extraordinary driving skills.",https://m.media-amazon.com/images/M/MV5BZmVhM2FjOWQtZWQyYy00NTllLTkwYzItODYxYWFjZmZmYjJlXkEyXkFqcGdeQXVyNjI5MzgyMzc@._V1_SX300.jpg
tt6203026,"Hailey Dean Mystery: Murder, With Love","Hailey Dean Mystery: Murder, With Love","Former prosecutor-turned-therapist Hailey Dean is a powerhouse, Mensa bright, and acutely observant. During a tragic week, one of her patients loses her parents to separate fatal accidents along with millions of dollars that has seemingly vanished into thin air. When the police begin to question Hailey's patient, shes knows she is innocent. But who is the culprit?",https://m.media-amazon.com/images/M/MV5BNzcxNWZkM2EtODgzZi00NTQ2LWIzZTQtOTJmNDIxZDNjZjc1XkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_SX300.jpg
tt6292012,Barry Crimmins: Whatever Threatens You,Barry Crimmins: Whatever Threatens You,"Following from Bobcat Goldthwait's revelatory documentary, Call Me Lucky, Barry Crimmins' friend Louis CK produced and directed Whatever Threatens You, his first comedy special, at the Lawrence Arts Center in Lawrence, Kansas in June 4th, 2016. It was then subsequently made available for download on Louis CK's website on October 23rd, 2016.  The hour-long special is a sharp set of the biting social and political commentary that has defined Crimmins' career, touching upon his beginnings in helping to found the Boston comedy scene, right up to his thoughts on the upcoming 2016 US election.",https://images-na.ssl-images-amazon.com/images/M/MV5BNGVkZDIwZTEtMWEyNy00NjljLWJjY2MtMDBlNDRhZmFhMDdjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjExNDAyOTU@._V1_SX300.jpg
tt6149120,Shadows of the Dead,Shadows of the Dead,A group of teenagers try to escape a creature that lives among the shadows and is hunting them down one by one.,https://m.media-amazon.com/images/M/MV5BMzJmNGFmYmMtMmZhOC00MGM2LTk5NWItYzMzZmM1MzgzMTgxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
tt3610746,Don't Hang Up,Don't Hang Up,An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them.,https://m.media-amazon.com/images/M/MV5BN2Y3ZmZmNzctODU2MC00OTcxLThlMWYtZDcxNjRkZjg4YmEwL2ltYWdlXkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg
tt5186236,Afterimage,Powidoki,"In 1945, as Stalin sets his hands over Poland, famous painter Wladislaw Strzeminski refuses to compromise on his art with the doctrines of social realism. Persecuted, expelled from his chair at the University, he's eventually erased from the museums' walls. With the help of some of his students, he starts fighting against the Party and becomes the symbol of an artistic resistance against intellectual tyranny.",https://m.media-amazon.com/images/M/MV5BYTJlN2ZhNjMtZjEyNC00YTZlLTg5ODctNjU5ZDlmMGQ3MWExXkEyXkFqcGdeQXVyNjkwNjU5OTk@._V1_SX300.jpg
tt6191090,Wanda Sykes: What Happened‚Ä¶ Ms. Sykes?,Wanda Sykes: What Happened‚Ä¶ Ms. Sykes?,"Filmed at the Ace Theatre in downtown Los Angeles, Emmy award winning comedian Wanda Sykes ponders her life, the world, and what went wrong.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTUyMDFlZTYtZmNmZi00ODhhLTk2NTAtMjFhM2ZjNTNkOWUwXkEyXkFqcGdeQXVyNDEzMDg4Mjg@._V1_SX300.jpg
tt4255304,The Void,The Void,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",https://m.media-amazon.com/images/M/MV5BNzU0MzgxMjAtYjU0NC00ZWYyLTljZWUtNTRkNzBhZTYwYzY4XkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg
tt5914350,The Rolling Stones Ol√© Ol√© Ol√©! : A Trip Across Latin America,The Rolling Stones Ol√© Ol√© Ol√©! : A Trip Across Latin America,"This exhilarating rock 'n' roll road movie follows The Rolling Stones on their 2016 tour of Latin America, climaxing with their historic concert in Havana, Cuba.",https://m.media-amazon.com/images/M/MV5BN2M4OWNjNDItMWQzMi00YmNmLTliODMtM2E3ZWY1Yjk2ZmUxL2ltYWdlXkEyXkFqcGdeQXVyMjgzMDQwNTA@._V1_SX300.jpg
tt3974320,Origin,Bieffekterna,"Three students at a Swedish university make a discovery that will change their lives forever. A story about love, ambition and finding yourself.",https://m.media-amazon.com/images/M/MV5BOWQzZTA2OTUtMmJjZS00MDYzLWE4ZmEtOWM3MGYyM2ZjZWY2XkEyXkFqcGdeQXVyNDI4ODAxMjM@._V1_SX300.jpg
tt4975722,Moonlight,Moonlight,"The tender, heartbreaking story of a young man‚ struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg
tt5160928,Mean Dreams,Mean Dreams,"When two youngsters meet and fall for each other, they must go on the run from the girl's corrupt father, who is also the sheriff of the town.",https://m.media-amazon.com/images/M/MV5BMDM2ODBiNjctNDkwYS00NmMzLTg0ZDAtMjc1MjM1MzgxMjVjXkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg
tt6023444,Joe Rogan: Triggered,Joe Rogan: Triggered,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins.",https://m.media-amazon.com/images/M/MV5BYTE0M2FkNGMtYjYxNi00MDRkLWE0YWUtNWI4NWU3NWIzMWIzXkEyXkFqcGdeQXVyMzE5NzI0NjE@._V1_SX300.jpg
tt4457020,Jeremy,El Jerem√≠as,"El Jeremv≠as is a heartwarming comedy film about family love and the hard choices that come with opportunity. Set in Sonora Mexico, the film tells the story of Jeremv≠as (Martin Castro) an eight year old who finds out he is a gifted child and initiates a journey of self discovery. When an opportunistic physiologist makes contact with Jeremv≠as, a new world of experiences open up to him but at the expense of being away from the family he loves. Jeremv≠as must choose between this exciting but lonely new world he finds himself in or returning home to his loving family.",https://m.media-amazon.com/images/M/MV5BNTFlYmQxYTYtYTA2NC00ZTE0LTkzNGEtMGY4MDZlNzk3MDUwXkEyXkFqcGdeQXVyMjE0MjEzMDM@._V1_SX300.jpg
tt6103962,It's All Good,It's All Good,"Aaron, Vinny and Cooper are dead broke and ready to give up on their pursuit of becoming big shot filmmakers. Desperate to keep the dream alive, they turn to crowdfunding for their first feature film and raise $75,000 dollars. However, they are overtaken by greed and instead blow the money on frivolous luxuries. Now they must face the consequences, including some shady acquaintances interested in their fortune, and an onslaught of angry donors who have been deceived.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjgyMGY2OWMtMDc1MS00NjlhLWI4NmItYzVmOGJiMWVhOTM0XkEyXkFqcGdeQXVyMjEyNTc0NzA@._V1_SX300.jpg
tt3608930,In a Valley of Violence,In a Valley of Violence,"The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance.",https://m.media-amazon.com/images/M/MV5BMTUxMjExOTA2OF5BMl5BanBnXkFtZTgwMzI3NTgxMDI@._V1_SX300.jpg
tt4950110,I'm Not Ashamed,I'm Not Ashamed,Based on the inspiring and powerful true story and journal entries of Rachel Joy Scott- the first student killed in the Columbine high school shooting in 1999.,https://m.media-amazon.com/images/M/MV5BMDA0MDk5M2ItMDc5Yy00ZjVlLTg4YTYtMmRkMjc4ZDg4ZjU2XkEyXkFqcGdeQXVyNDY3NDM0ODE@._V1_SX300.jpg
tt5168192,"I, Daniel Blake","I, Daniel Blake","A middle aged carpenter, who requires state welfare after injuring himself, is joined by a single mother in a similar scenario.",https://m.media-amazon.com/images/M/MV5BMTQ4NTMzMTk4NV5BMl5BanBnXkFtZTgwNTU5MjE4MDI@._V1_SX300.jpg
tt2170427,Good Kids,Good Kids,Four high school students look to redefine themselves after graduation.,https://m.media-amazon.com/images/M/MV5BMTc1Njc3MTQxMV5BMl5BanBnXkFtZTgwNDIxNTAxMDI@._V1_SX300.jpg
tt4933238,Family Possessions,Family Possessions,"After moving into the home of a deceased relative, a family discovers they may have inherited more than just the house.",https://m.media-amazon.com/images/M/MV5BOTE3MTM5YjEtYTFlZi00Yzg4LWFmOTQtMTE4YzU5MjNmYjdjXkEyXkFqcGdeQXVyNDQxNjE3ODc@._V1_SX300.jpg
tt5325452,Boo! A Madea Halloween,Boo! A Madea Halloween,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens.",https://m.media-amazon.com/images/M/MV5BMTUxNTE2MTM0NF5BMl5BanBnXkFtZTgwNjE5MTIxMDI@._V1_SX300.jpg
tt5929776,Before the Flood,Before the Flood,"A look at how climate change affects our environment and what society can do prevent the demise of endangered species, ecosystems, and native communities across the planet.",https://m.media-amazon.com/images/M/MV5BNDE3ODQxMjY4NF5BMl5BanBnXkFtZTgwNzU1Mzk5OTE@._V1_SX300.jpg
tt5998104,Aanandam,‡¥Ü‡¥®‡¥®‡µç‡¥¶‡¥Ç,Aanandam is a 2016 Indian Malayalam campus musical film written and directed by Ganesh Raj in his directorial debut. Vineeth Sreenivasan produces the film under the banner of Habit Of Life with Vinod Shornur under Cast N Crew.,https://ia.media-imdb.com/images/M/MV5BOTgxZDRiZjMtYmZiOC00YTAxLWE0M2QtNzg5MTI5NjY2YTU3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg
tt4560008,This Beautiful Fantastic,This Beautiful Fantastic,"A young woman who dreams of being a children's author makes an unlikely friendship with a cantankerous, rich old widower.",https://m.media-amazon.com/images/M/MV5BMTY5MjEyMDk2N15BMl5BanBnXkFtZTgwODMyMTQzMTI@._V1_SX300.jpg
tt1267299,The Rocky Horror Picture Show: Let's Do the Time Warp Again,The Rocky Horror Picture Show: Let's Do the Time Warp Again,"A straitlaced, square couple, seeking shelter from a storm, find themselves in the castle of a transsexual alien mad scientist intent on creating a buff bodybuilder.",https://m.media-amazon.com/images/M/MV5BNDlkZGQ4NWUtMTM2Yy00ZmQ3LWJjMGItMWIyZTA1NzZlZWEzXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_SX300.jpg
tt5445074,Pass-Thru,Pass-Thru,"Artificial Intelligence from far into the future arrives to immediately CLEANSE the human species of millions of humans who are harmful to other humans. A VISIONARY, REVOLUTIONARY FILM which pushes the human species to the limits of controversial, thought-provoking actions.",https://m.media-amazon.com/images/M/MV5BM2I4NGMwOGMtNWE1YS00NTU0LTk3YzktMmYzZGUzZTdjYzM1XkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg
tt4361050,Ouija: Origin of Evil,Ouija: Origin of Evil,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their svance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",https://m.media-amazon.com/images/M/MV5BMTk4NTcxNTQ5NF5BMl5BanBnXkFtZTgwNTk5OTU4OTE@._V1_SX300.jpg
tt2387499,Keeping Up with the Joneses,Keeping Up with the Joneses,An ordinary suburban couple finds it‚ not easy keeping up with the Joneses ‚ their impossibly gorgeous and ultra-sophisticated new neighbors ‚ especially when they discover that Mr. and Mrs. ‚Jones‚ are covert operatives.,https://m.media-amazon.com/images/M/MV5BNDU2OTU1NzE2Ml5BMl5BanBnXkFtZTgwMDQzMzgwMDI@._V1_SX300.jpg
tt6297574,Jena Friedman: American Cunt,Jena Friedman: American Cunt,"Shot at The Slipper Room NYC, Jena Friedman's first standup special delivers a probing examination of feminism and the U.S. body politic.",https://ia.media-imdb.com/images/M/MV5BOGNiM2E5MGQtZTU5Mi00N2RkLWJkZGItZWFmMTFjYTNiNWY0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjExNDAyOTU@._V1_SX300.jpg
tt0376479,American Pastoral,American Pastoral,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",https://m.media-amazon.com/images/M/MV5BMjMyMDc3MzUxNl5BMl5BanBnXkFtZTgwOTQ0NjIzMDI@._V1_SX300.jpg
tt4714782,Personal Shopper,Personal Shopper,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,https://m.media-amazon.com/images/M/MV5BN2JhYTViMGUtMTU0Ni00MzU5LWE0ZmYtNDk2YTdmOTI5MTFjXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg
tt3393786,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",https://m.media-amazon.com/images/M/MV5BODQ3ODQ3NDI4NV5BMl5BanBnXkFtZTgwMDY1Mzk5OTE@._V1_SX300.jpg
tt3794028,From the Land of the Moon,Mal de pierres,"An adaptation of Milena Agus' eponymous novel set after WWII, ""Mal de Pierres"" (""Mal di Pietre"") spans 20 years, following the destiny of a passionate, free-spirited woman who is in a loveless marriage and falls for another man.",https://m.media-amazon.com/images/M/MV5BN2Q2OTEyZWItYmVmMi00NzYyLWI4YTAtMjJjMWMzZjBjYzM4XkEyXkFqcGdeQXVyNDAyODU1Njc@._V1_SX300.jpg
tt4655630,Drifter,Drifter,A pair of outlaw brothers seek temporary refuge in a desolate town inhabited by a small family of psychotic cannibalistic lunatics,https://m.media-amazon.com/images/M/MV5BYjE5NGE4NGYtMTNkYi00NDRiLWFiMzItN2IzYmEyMDIyMTE3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
tt5029602,Brice 3,Brice 3,"Brice is back. The world has changed, but not him. When his best friend, Marius, calls for help, he goes on a wild adventure that will lead him to the other side of the world... Travel shapes youth but will he remain the king of the ""casse"" ?",https://m.media-amazon.com/images/M/MV5BZjEwOGU5ZGMtODY1Mi00ZDU0LTkwYmYtNjM5ZDc0NDFhMWYxXkEyXkFqcGdeQXVyNDY5MDY3MzI@._V1_SX300.jpg
